date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2026-01-01 00:00:00,20.8,18.8,22.8,0,,,9.4,,1013.3,
2026-01-02 00:00:00,21,19.6,23.2,0,,,10.4,,1015,
2026-01-03 00:00:00,20.4,18.5,23,0,,,13.7,,1016.1,
2026-01-04 00:00:00,19.6,17.6,22.3,0,,,29.2,,1011.4,
2026-01-05 00:00:00,20,17.4,23,0,,,16.4,,1009,
2026-01-06 00:00:00,19.6,18.6,20.8,0,,,27.2,,1011.4,
2026-01-07 00:00:00,20.5,18,24.3,0,,,10.9,,1015.5,
2026-01-08 00:00:00,19,17.4,21.2,0,,,22,,1014.5,
2026-01-09 00:00:00,19.4,17.5,22.3,0,,,19.1,,1018.1,
2026-01-10 00:00:00,19.6,16.9,22.5,0,,,56,,1012.1,
2026-01-11 00:00:00,20.4,18.2,23.1,0,,,33.9,,1010.4,
2026-01-12 00:00:00,20.4,18.7,22.7,0,,,7.9,,1012.9,
2026-01-13 00:00:00,20.5,18.3,23.9,0,,,7.1,,1012.6,
2026-01-14 00:00:00,20.3,18,23.1,0,,,16.9,,1010.2,
2026-01-15 00:00:00,17.2,15.5,19.5,0,,,18.4,,1016,
2026-01-16 00:00:00,17.7,15.4,20.7,0,,,9.2,,1017,
2026-01-17 00:00:00,18,16.4,20.3,0,,,13.4,,1015,
2026-01-18 00:00:00,18.3,16.2,21.3,0,,,7.8,,1017.8,
2026-01-19 00:00:00,19.1,16.6,23.2,0,,,11,,1017.8,
2026-01-20 00:00:00,18.5,16.6,20.9,0,,,40.1,,1015.4,
2026-01-21 00:00:00,18.9,16.7,21.8,0,,,41.8,,1011,
2026-01-22 00:00:00,18.5,16.9,20.4,0,,,11,,1012.8,
2026-01-23 00:00:00,19.2,17,22.4,0,,,5.3,,1017,
2026-01-24 00:00:00,19.9,17,23.7,0,,,7.9,,1016.6,
2026-01-25 00:00:00,20.8,18.3,24.1,0,,,7.2,,1015.1,
2026-01-26 00:00:00,20.4,18.3,23.6,0,,,13.1,,1013,
2026-01-27 00:00:00,20.2,18.1,22.8,0,,,10.1,,1015.6,
2026-01-28 00:00:00,20,17.9,23.3,0,,,8.3,,1016.7,
2026-01-29 00:00:00,20,17.4,23.6,0,,,28.5,,1014.4,
2026-01-30 00:00:00,21.2,18.9,24.2,0,,,13.6,,1014.1,
2026-01-31 00:00:00,20.8,18.7,24.1,0,,,8.9,,1016.4,
2026-02-01 00:00:00,20.2,18.4,23.2,0,,,9.8,,1014.2,
2026-02-02 00:00:00,19.7,18.3,22.4,0,,,8,,1016.2,
2026-02-03 00:00:00,20,18,22.7,0,,,19.1,,1016.7,
2026-02-04 00:00:00,20.1,18.7,22.3,0,,,45.8,,1013.2,
2026-02-05 00:00:00,20.5,18.9,23.7,0,,,30.2,,1012.3,
2026-02-06 00:00:00,20.2,18.2,23.7,0,,,23.5,,1013.8,
2026-02-07 00:00:00,20,18.1,23.3,0,,,15.8,,1015,
2026-02-08 00:00:00,19.8,17.9,22.8,0,,,25.2,,1015.8,
2026-02-09 00:00:00,20.4,18.5,22.9,0,,,36.1,,1013.3,
2026-02-10 00:00:00,20.8,18.7,24.1,6.2,,,34.6,,1013.1,
2026-02-11 00:00:00,21.1,19,23.8,0,,,26.3,,1013.8,
2026-02-12 00:00:00,18.6,16.6,21,0,,,24.5,,1016.6,
2026-02-13 00:00:00,17.7,16.3,20,0,,,17.4,,1015,
2026-02-14 00:00:00,17.6,15.7,21.1,0,,,16.5,,1019.7,
2026-02-15 00:00:00,18.2,15,22,0,,,62.5,,1017.4,
2026-02-16 00:00:00,23.5,18,29.9,0,,,28.6,,1012.3,
2026-02-17 00:00:00,20.9,18.7,23.3,0,,,17.4,,1012.1,
2026-02-18 00:00:00,19.4,17.8,21.5,0,,,10.4,,1011.7,
