date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2024-01-01 00:00:00,18.7,16.4,21.9,,,,69.7,,1016.7,
2024-01-02 00:00:00,20.2,16.8,24.2,,,,44.9,,1013.7,
2024-01-03 00:00:00,18.2,16.6,20.4,,,,54.2,,1013.2,
2024-01-04 00:00:00,18.3,15.5,21,,,,62.2,,1011.1,
2024-01-05 00:00:00,18.7,16.6,21.6,,,,27.2,,1011.1,
2024-01-06 00:00:00,17.8,16.1,20.8,,,,24.1,,1014.3,
2024-01-07 00:00:00,17.2,15.5,20.6,,,,8.7,,1018.5,
2024-01-08 00:00:00,17.4,15.2,20.9,,,,15.2,,1018.1,
2024-01-09 00:00:00,17.3,14.9,20.4,,,,22.8,,1013.8,
2024-01-10 00:00:00,17.4,15.8,20,,,,23.7,,1013.9,
2024-01-11 00:00:00,18.3,15.1,22.4,,,,25.3,,1012.1,
2024-01-12 00:00:00,19.1,17,22.3,,,,7.9,,1014.4,
2024-01-13 00:00:00,19.5,17.2,22.8,,,,8.6,,1015.3,
2024-01-14 00:00:00,19.4,17.3,22.4,,,,6.9,,1015.1,
2024-01-15 00:00:00,20.6,17.4,24.6,,,,7.7,,1015,
2024-01-16 00:00:00,19.5,17.2,21.8,,,,10,,1015.2,
2024-01-17 00:00:00,18.5,16.8,21.2,,,,26.8,,1018.6,
2024-01-18 00:00:00,19.2,16.6,22.5,,,,58.3,,1016.5,
2024-01-19 00:00:00,22.8,17.8,28.1,,,,47.5,,1012.2,
2024-01-20 00:00:00,24,20.7,26.5,,,,12.3,,1011.8,
2024-01-21 00:00:00,20.3,17.9,23.1,,,,8.8,,1015.6,
2024-01-22 00:00:00,17.4,15.6,19.1,,,,36.1,,1019.1,
2024-01-23 00:00:00,17.7,15,20.4,,,,73.2,,1017.3,
2024-01-24 00:00:00,19.6,16,23,,,,55.1,,1015.6,
2024-01-25 00:00:00,20.7,16.8,24.7,,,,22.9,,1014.3,
2024-01-26 00:00:00,19.2,17.3,22.5,,,,9.8,,1014.1,
2024-01-27 00:00:00,20,17.5,23.5,,,,20.3,,1012.1,
2024-01-28 00:00:00,19.5,17.3,21.7,,,,20.2,,1010.7,
2024-01-29 00:00:00,18.9,17.2,21.9,,,,33.8,,1010.2,
2024-01-30 00:00:00,20.3,16.8,24.6,,,,14.9,,1017.5,
2024-01-31 00:00:00,20.5,18.6,23.4,,,,13.3,,1016.6,
2024-02-01 00:00:00,19.6,18.4,21.5,,,,38.2,,1017.6,
2024-02-02 00:00:00,20.9,18.6,24.5,,,,26.4,,1013.5,
2024-02-03 00:00:00,20.8,19,22.6,,,,31.9,,1010.2,
2024-02-04 00:00:00,21.7,19.7,25.1,,,,20.5,,1011.2,
2024-02-05 00:00:00,20.7,18.5,23.7,,,,21,,1014.1,
2024-02-06 00:00:00,19.8,17.9,22.2,,,,27.6,,1012.5,
2024-02-07 00:00:00,18.8,16.8,21.6,,,,27.8,,1015,
2024-02-08 00:00:00,19.5,17.4,22.5,,,,12.5,,1018.6,
2024-02-09 00:00:00,18.2,16.4,20.7,,,,11.4,,1018.8,
2024-02-10 00:00:00,19.4,16.4,23.6,,,,8.9,,1022.6,
2024-02-11 00:00:00,19.7,16.3,24,,,,43.8,,1017.3,
2024-02-12 00:00:00,20.9,18.6,24.9,,,,18.4,,1013,
2024-02-13 00:00:00,20.1,18.5,22.8,,,,9.3,,1017.3,
2024-02-14 00:00:00,19.6,17.8,22.7,,,,7.6,,1017.3,
2024-02-15 00:00:00,16.4,14.9,17.6,,,,21.2,,1014.7,
2024-02-16 00:00:00,17.3,14.6,20.8,,,,8,,1017.3,
2024-02-17 00:00:00,18.6,15.9,22.7,,,,7.7,,1018.8,
2024-02-18 00:00:00,19.1,15.9,23.2,,,,41.5,,1016.9,
2024-02-19 00:00:00,22.3,17.4,28.1,,,,37.7,,1013.1,
2024-02-20 00:00:00,21.2,19,23.9,,,,19.1,,1013.4,
2024-02-21 00:00:00,19.2,17.5,21.9,,,,9,,1016.6,
2024-02-22 00:00:00,18.7,16.6,22.7,,,,13.2,,1014.9,
2024-02-23 00:00:00,18.6,15.9,22.8,,,,20.2,,1009.9,
2024-02-24 00:00:00,17.2,16.2,18.9,,,,23.5,,1012.2,
2024-02-25 00:00:00,16.9,15.3,20,,,,10.2,,1021.6,
2024-02-26 00:00:00,16.5,14.8,19.6,,,,44,,1021.5,
