date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2021-01-01 00:00:00,17.2,15.4,20.2,,,,23.7,,1021.4,
2021-01-02 00:00:00,17.6,14.4,20.7,,,,59.5,,1016.8,
2021-01-03 00:00:00,18.8,16.5,21.5,,,,59.7,,1012.7,
2021-01-04 00:00:00,19.7,17.4,23.2,,,,40.4,,1009.7,
2021-01-05 00:00:00,19.6,17.9,22.4,,,,12.3,,1011.7,
2021-01-06 00:00:00,19.5,17.6,22.4,,,,10.1,,1015.4,
2021-01-07 00:00:00,19.5,16.7,23.3,,,,16.4,,1013.3,
2021-01-08 00:00:00,19.9,17.6,23.2,,,,16.4,,1012.8,
2021-01-09 00:00:00,19.4,17.6,21.6,,,,18.4,,1011.4,
2021-01-10 00:00:00,18.4,16.8,21.2,,,,17.8,,1015,
2021-01-11 00:00:00,18.2,15.8,20.9,,,,45.5,,1011.3,
2021-01-12 00:00:00,18.5,16.6,20.9,,,,58.2,,1011.5,
2021-01-13 00:00:00,19,17.3,21.5,,,,66.9,,1010.9,
2021-01-14 00:00:00,20.1,17.5,24,,,,41.4,,1006.3,
2021-01-15 00:00:00,18.6,16.2,20.6,,,,29.4,,1007.5,
2021-01-16 00:00:00,18.7,16.8,21,,,,21.7,,1011.4,
2021-01-17 00:00:00,19.8,17.3,23.3,,,,16.7,,1012.5,
2021-01-18 00:00:00,19.8,17.1,23.5,,,,33.9,,1010.2,
2021-01-19 00:00:00,19.4,17.9,22.3,,,,12.4,,1013.6,
2021-01-20 00:00:00,18.7,16.2,22.3,,,,31.6,,1015.7,
2021-01-21 00:00:00,18.7,16.1,21.3,,,,33.3,,1012.8,
2021-01-22 00:00:00,20.4,17.6,24.4,,,,17.8,,1011.7,
2021-01-23 00:00:00,19.5,17.8,21.4,,,,18,,1011,
2021-01-24 00:00:00,17.8,16.4,20.2,,,,21.5,,1017.2,
2021-01-25 00:00:00,18.8,15.3,23.3,,,,40.1,,1012.7,
2021-01-26 00:00:00,19.7,17.6,23,,,,10.8,,1013.7,
2021-01-27 00:00:00,19.1,17,22,,,,10.3,,1016.3,
2021-01-28 00:00:00,19.1,16.6,22.7,,,,9.7,,1018.1,
2021-01-29 00:00:00,19.7,17.1,23.3,,,,12.1,,1017.2,
2021-01-30 00:00:00,20.2,18.5,22.7,,,,17.4,,1014.8,
2021-01-31 00:00:00,19.1,17.5,21.6,,,,27.9,,1010.5,
2021-02-01 00:00:00,17.7,15.9,19.7,,,,44.1,,1015.5,
2021-02-02 00:00:00,20.1,15.2,25.9,,,,30.6,,1014.2,
2021-02-03 00:00:00,20.1,17.5,23.3,,,,10.2,,1014,
2021-02-04 00:00:00,19.9,17.9,23.5,,,,13.4,,1015.4,
2021-02-05 00:00:00,20.2,17.6,24.1,,,,15.4,,1016.3,
2021-02-06 00:00:00,20.4,18.3,23.5,,,,12.4,,1015.4,
2021-02-07 00:00:00,19.7,18.2,22.4,,,,8.5,,1015.7,
2021-02-08 00:00:00,20.2,17.5,23.7,,,,8.6,,1016,
2021-02-09 00:00:00,20.8,18.6,24.5,,,,11,,1015.1,
2021-02-10 00:00:00,20.4,18.3,24.3,,,,20,,1013.3,
2021-02-11 00:00:00,20.4,17.8,24.3,,,,21.8,,1011,
2021-02-12 00:00:00,21,18.9,24.1,,,,11.5,,1009.7,
2021-02-13 00:00:00,21.2,19.4,24.2,,,,17.8,,1008.8,
2021-02-14 00:00:00,18.7,17.4,20.4,,,,29.9,,1011.6,
2021-02-15 00:00:00,18.6,16.1,22.3,,,,16.4,,1018.6,
2021-02-16 00:00:00,18,15.5,21.4,,,,48.4,,1016.9,
2021-02-17 00:00:00,19.2,16.9,22.7,,,,23.5,,1009.9,
2021-02-18 00:00:00,18.3,16.6,20.7,,,,15.2,,1015,
2021-02-19 00:00:00,18.3,16.2,21.1,,,,14.2,,1014.9,
2021-02-20 00:00:00,18.1,16.5,20.3,,,,18,,1015.2,
2021-02-21 00:00:00,17.6,16,20.3,,,,13.1,,1017.5,
2021-02-22 00:00:00,17.9,14.8,22.1,,,,13.4,,1016.7,
2021-02-23 00:00:00,19.2,16.3,22.7,,,,9.1,,1017.3,
2021-02-24 00:00:00,19.5,17.4,23.1,,,,10.5,,1017.1,
2021-02-25 00:00:00,19.2,17.2,22.6,,,,16.5,,1016.4,
2021-02-26 00:00:00,18.7,16.9,21.7,,,,33.8,,1015.8,
2021-02-27 00:00:00,18.5,16.3,21.5,,,,65,,1012.8,
2021-02-28 00:00:00,20.3,16.8,23.9,,,,66.5,,1009.8,
2021-03-01 00:00:00,20.5,17.9,24.1,,,,20.8,,1010.2,
