DATE,WEMMERSHOEK_HEIGHT_m_,WEMMERSHOEK_STORAGE_Ml_,WEMMERSHOEK_Current_,WEMMERSHOEK_Last_Year_,STEENBRAS_LOWER_HEIGHT_m_,STEENBRAS_STORAGE__Ml_,STEENBRAS_LOWER_Current__,STEENBRAS_LOWER_Last_Year__,STEENBRAS_UPPER_HEIGHT_m_,STEENBRAS_UPPER_STORAGE_Ml_,STEENBRAS_UPPER_Current__,STEENBRAS_UPPERLast_Year__,VOËLVLEI_HEIGHT__m_,VOËLVLEI_STORAGE__Ml_,VOËLVLEI__Current__,VOËLVLEI_Last_Year_,HELY_HUTCHINSON_HEIGHT_m_,HELY_HUTCHINSON_STORAGE__Ml_,HELY_HUTCHINSON_Current__,HELY_HUTCHINSON_Last_Year_,WOODHEAD_HEIGHT,WOODHEAD_STORAGE_Ml_,WOODHEAD_Current_,WOODHEAD_Last_Year_,VICTORIA_HEIGHT,VICTORIA_STORAGE_Ml_,VICTORIA_Current_,VICTORIALast_Year_,ALEXANDRA_HEIGHT_m_,ALEXANDRA_STORAGE_Ml_,ALEXANDRA_Current_,ALEXANDRA_Last_Year_,DE_VILLIERS_HEIGHT_m_,DE_VILLIERS_STORAGE_Ml_,DE_VILLIERS_Current_,DE_VILLIERS_Last_Year_,KLEINPLAATS_HEIGHT__m_,KLEINPLAATS_STORAGE_Ml_,KLEINPLAATS_Current__,KLEINPLAATS_Last_Year__,LEWIS_GAY_HEIGHT__m_,LEWIS_GAY_STORAGE__Ml_,LEWIS_GAY_Current__,LEWIS_GAY_Last_Year__,THEEWATERSKLOOF_HEIGHT__m_,THEEWATERSKLOOF_STORAGE__Ml_,THEEWATERSKLOOF_Current,THEEWATERSKLOOF_Last_Year__,BERG_RIVER_HEIGHT__m_,BERG_RIVER_STORAGE__Ml_,BERG_RIVER_Current__,BERG_RIVER_Last_Year__,TOTAL_STORED___BIG_6_STORAGE,TOTAL_STORED___BIG_6_Current,TOTAL_STORED___BIG_6_Last_Year,LAND_en_ZEEZICHT_HEIGHT__m_,LAND_en_ZEEZICHT_STORAGE__Ml_,LAND_en_ZEEZICHT_Current__,LAND_en_ZEEZICHT_Last_Year__,TOTAL_STORED___BIG_5_STORAGE,TOTAL_STORED___BIG_5_Current,TOTAL_STORED___BIG_5_Last_Year,ObjectId
18-Sept-24,53.33,58614,99.94884387,100,23.25,33031,98.54998956,101.405257,25.08,31983,100.6799509,100.594957,17.68,164594,100.3040921,100.5923398,,,,100.1695784,,,,99.75913708,,,,100.7749221,,,,98.31418823,,,,100.1748865,10,1006,77.34891588,98.43149316,15.3,169.5,100.8928571,100.8928571,27.51,483753,100.7424176,103.2037452,41.96,129790,99.83078225,100.9460811,901765,100.3945577,102.0313486,8,473.149,100.0315011,99.40613108,,,,749
17-Sept-24,53.32,58584,99.89768774,99.94884387,23.21,32888,98.12334039,101.9512486,25.03,31848,100.2549816,102.8897913,17.7,164909,100.4960541,100.8811969,,,,100.3391568,,,,99.75913708,,,,100.7749221,,,,98.98836395,,,,100.1748865,10.1,1029.9,79.18652929,98.43149316,15.3,169.5,100.8928571,100.8928571,27.52,484263,100.848626,103.3114114,41.96,129790,99.83078225,101.0691485,902282,100.4521159,102.2576849,8,473.149,100.0315011,99.40613108,,,,750
28-Jul-24,53.35,58673,100.0494509,100,23.76,34867,104.0278068,101.7334487,25.26,32469,102.2098404,97.93811188,16.23,142387,86.77107773,88.52311161,,,,99.66084318,,,,96.01005341,,,,100.0194704,,,,97.64001252,,,,100.3497729,9.45,880.2,67.67645702,83.56143318,15.3,169.5,100.8928571,100.8928571,27.72,494538,102.9884129,101.8084584,42.71,133820,102.9305438,100.3307438,896754,99.83667717,98.9097338,8,473.149,100.0315011,99.40613108,,,,751
27-Jul-24,53.35,58673,100.0494509,99.94884387,23.57,34171,101.9512486,101.2948653,25.33,32658,102.8047974,99.83001228,16.19,141783,86.40299826,87.9691642,,,,99.66084318,,,,96.01005341,,,,100.0194704,,,,97.64001252,,,,100.3497729,9.35,858.3,65.99261879,83.56143318,15.3,169.5,100.8928571,100.8928571,27.71,494021,102.8807467,101.9152915,42.14,130760,100.5768787,100.3692024,892066,99.31475661,98.91841763,8,473.149,100.0315011,99.40613108,,,,752
26-Jul-24,53.34,58644,100,99.94884387,23.63,34391,102.6076319,102.2794403,25.07,31956,100.594957,100.7649448,16.14,141030,85.94411774,87.6924952,,,,99.83042159,,,,96.01005341,,,,100.0194704,,,,98.31418823,,,,100.3497729,9.25,836.8,64.3395356,83.16161771,15.3,169.5,100.8928571,100.8928571,27.73,495055,103.096079,101.7014169,42.14,130760,100.5768787,100.3692024,891836,99.28915044,98.8233408,8,473.149,100.0315011,99.40613108,,,,753
25-Jul-24,53.34,58644,100,100,23.81,35052,104.5797655,100.8592654,25.09,32010,100.7649448,98.92026317,16.06,139828,85.21161522,87.6924952,,,,99.66084318,,,,100.4607812,,,,100.3971963,,,,98.31418823,,,,100.3497729,9.15,815.6,62.70951868,82.55420575,15.3,169.5,100.8928571,100.8928571,27.73,495055,103.096079,102.236624,42.14,130760,100.5768787,100.4538112,891349,99.23493216,99.00681458,8,473.149,100.0315011,99.40613108,,,,754
24-Jul-24,53.35,58673,100.0494509,100.0494509,23.61,34318,102.389832,102.6076319,25.06,31929,100.5099632,100.594957,16.01,139078,84.75456291,87.50784606,,,,99.32168635,,,,97.54948162,,,,100.3971963,,,,97.97747285,,,,100.1748865,9.05,794.7,61.10256805,82.15439028,15.3,169.5,100.8928571,100.8928571,27.77,497125,103.5271602,102.236624,42.15,130810,100.6153373,100.4538112,891933,99.29994957,99.10077809,8,473.149,100.0315011,99.40613108,,,,755
23-Jul-24,53.36,58703,100.1006071,100.0494509,23.65,34464,102.8254319,101.0770654,25.03,31848,100.2549816,102.3798281,15.94,138031,84.11651787,91.29711448,,,,99.32168635,,,,97.54948162,,,,100.3971963,,,,97.97747285,,,,100.1748865,9,784.4,60.31062586,81.55466708,15.3,169.5,100.8928571,100.8928571,27.77,497125,103.5271602,102.4511233,42.18,130970,100.7384047,100.5307284,891141,99.21177528,99.92485146,8,473.149,100.0315011,99.40613108,,,,756
22-Jul-24,53.39,58792,100.2523702,100,23.81,35052,104.5797655,100.9666736,25.03,31848,100.2549816,96.95596059,15.79,135796,82.75450197,86.8630976,,,,99.15210794,,,,97.96837365,,,,100.3971963,,,,98.65164856,,,,100.3497729,8.9,763.9,58.73443026,81.15485161,15.3,169.5,100.8928571,100.8928571,27.8,498682,103.8514082,102.4511233,42.29,131560,101.192216,100.6153373,891730,99.27734934,98.92788078,8,473.149,100.0315011,99.40613108,,,,757
21-Jul-24,53.36,58703,100.1006071,100.1006071,23.85,35201,105.024316,101.9512486,25.43,32928,103.654736,99.08710297,15.79,135796,82.75450197,86.0361376,,,,99.49126477,,,,98.93182532,,,,100.3971963,,,,99.32582428,,,,100.3497729,8.1,616.9,47.43195448,80.56281716,15.3,169.5,100.8928571,100.8928571,27.8,498682,103.8514082,102.6658309,42.35,131880,101.4383509,100.7768633,893190,99.43989285,99.03364539,8,473.149,100.0315011,99.40613108,,,,758
20-Jul-24,53.41,58854,100.3580929,99.94884387,23.82,35090,104.6931408,100.8592654,25.31,32604,102.6348097,99.91500614,15.35,129317,78.80617935,85.85270727,,,,100,,,,99.62299717,,,,100.7749221,,,,100,,,,100.5225971,8.1,616.9,47.43195448,80.17069045,15.3,169.5,100.8928571,100.8928571,27.75,496089,103.3114114,102.7732888,42.5,132690,102.0613799,100.9845397,884644,98.48845663,99.06626543,8,473.149,100.0315011,99.40613108,,,,759
19-Jul-24,53.37,58733,100.1517632,100.0494509,23.65,34464,102.8254319,101.1874571,25.08,31983,100.6799509,100.5099632,15.36,129463,78.8951522,85.48584661,,,,100.8478921,,,,100.7435334,,,,101.152648,,,,100,,,,100.8731949,8.05,608.5,46.78609872,79.18652929,15.3,169.5,100.8928571,100.8928571,27.63,489899,102.0223329,102.7732888,42.6,133230,102.4767326,101.0691485,877772,97.72338879,99.05134705,8,473.149,100.0315011,99.40613108,,,,760
18-Jul-24,53.06,57814,98.58468044,100,23.61,34318,102.389832,101.405257,25.12,32091,101.0199263,100.3399754,15.31,128734,78.45089735,85.0287943,,,,100.8478921,,,,100.4607812,,,,101.152648,,,,100,,,,101.0423069,8.05,608.5,46.78609872,78.81746886,15.3,169.5,100.8928571,100.8928571,27.44,480188,100,102.6658309,42.26,131400,101.0691485,100.5307284,864545,96.25081133,98.83135665,8,473.149,100.0315011,99.40613108,,,,761
17-Jul-24,52.81,57077,97.32794489,100.1006071,23.61,34318,102.389832,100.7488737,25.1,32037,100.8499386,100.7649448,15.06,125109,76.24181115,84.66315244,,,,99.83042159,,,,99.35071735,,,,100.3971963,,,,97.64001252,,,,100,8,600.2,46.14793172,78.81746886,15.28,168.9,100.5357143,100.8928571,27.39,477651,99.47166526,102.8807467,42.32,131720,101.3152834,100.6537959,857912,95.51235164,98.89437009,8,473.149,100.0315011,99.40613108,,,,762
16-Jul-24,52.46,56056,95.58693131,100,23.63,34391,102.6076319,100.9666736,25.08,31983,100.6799509,101.9548588,15.04,124820,76.06569365,84.48094092,,,,100.6783136,,,,96.99444968,,,,100.0194704,,,,98.98836395,,,,101.0423069,7.8,567.4,43.62601876,77.34891588,15.3,169.5,100.8928571,100.8928571,27.35,475627,99.05016369,103.096079,42.43,132310,101.7690947,100.5768787,855187,95.20897418,99.00870721,8,473.149,100.0315011,99.40613108,,,,763
15-Jul-24,52.02,54791,93.4298479,100.1006071,23.7,34647,103.3714235,100.7488737,25.05,31902,100.4249693,98.67472534,14.9,122806,74.83835583,84.11651787,,,,99.15210794,,,,96.01005341,,,,100.0194704,,,,98.65164856,,,,100.5225971,7.8,567.4,43.62601876,77.34891588,15.3,169.5,100.8928571,100.8928571,27.15,465580,96.95785817,103.2037452,42.72,133870,102.9690024,100.3692024,843596,93.91853453,98.85206425,8,473.149,100.0315011,99.40613108,,,,764
14-Jul-24,52.08,54962,93.72143783,99.89768774,23.74,34794,103.8100069,101.0770654,25.27,32496,102.2948343,99.25394277,14.72,120233,73.27036168,83.5704927,,,,99.66084318,,,,97.2772018,,,,100.0194704,,,,98.98836395,,,,99.65022706,7.75,559.4,43.01091804,77.34891588,15.3,169.5,100.8928571,100.8928571,27.03,459610,95.71459512,103.3114114,42.75,134040,103.0997616,100.4538112,836135,93.08789262,98.84159912,8,473.149,100.0315011,99.40613108,,,,765
13-Jul-24,52.07,54934,93.67369211,100.1006071,23.41,33588,100.2118328,100.6414655,25.43,32928,103.654736,100.3399754,14.54,117676,71.71211798,82.93549468,,,,100,,,,98.37679338,,,,100.0194704,,,,95.95420075,,,,100,7.75,559.4,43.01091804,76.97985545,15.3,169.5,100.8928571,100.8928571,26.77,446830,93.05313752,104.0677818,42.72,133870,102.9690024,100.6537959,819826,91.27219248,99.19429628,8,473.149,100.0315011,99.40613108,,,,766
12-Jul-24,52.06,54905,93.62424118,99.94884387,23.18,32780,97.80111585,101.5156488,25.25,32442,102.1248465,100.1699877,14.09,111365,67.86617508,82.39251653,,,,100.5087352,,,,98.93182532,,,,100.3971963,,,,96.29166108,,,,100,7.7,551.4,42.39581732,76.61848378,15.3,169.5,100.8928571,100.8928571,26.47,432342,90.03598591,104.1760727,42.98,135280,104.0535343,100.7768633,799114,88.96630117,99.18750508,8,473.149,100.0315011,99.40613108,,,,767
11-Jul-24,51.98,54676,93.2337494,100,22.62,30804,91.90560014,100.1044246,25.18,32253,101.5298895,100.7649448,14.09,111365,67.86617508,80.41317529,,,,100.8478921,,,,99.62299717,,,,100.3971963,,,,100,,,,100.1748865,7.7,551.4,42.39581732,75.89574043,15.3,169.5,100.8928571,100.8928571,25.8,400978,83.50437745,104.2843636,43.7,139240,107.0994539,101.0229982,769316,85.64885479,98.89114149,8,473.149,100.0315011,99.40613108,,,,768
10-Jul-24,51.07,52109,88.85649001,100.0494509,22.05,28877,86.1562789,102.2794403,24.65,30852,97.11965247,101.1049202,13.66,105445,64.25850879,80.41317529,,,,101.3566273,,,,100.5969211,,,,100.7749221,,,,97.64001252,,,,100.3497729,7.7,551.4,42.39581732,75.53436875,15.3,169.5,100.8928571,100.8928571,24.95,363134,75.62329754,104.3928628,43,135390,104.1381432,101.2768249,715807,79.69163491,99.08229712,8,473.149,100.0315011,99.40613108,,,,769
09-Jul-24,49.73,48478,82.66489325,100.0494509,21.4,26780,79.89975236,103.1536235,24.4,30208,95.09239148,102.0398527,13.66,105445,64.25850879,78.80617935,,,,101.6957841,,,,100.4607812,,,,101.152648,,,,97.64001252,,,,100.1748865,7.8,567.4,43.62601876,74.63478395,14.1,133.8,79.64285714,100.8928571,24.32,336461,70.06859813,103.8514082,41.69,128340,98.71548342,101.5614184,675712,75.22781142,98.60613368,8,473.149,100.0315011,99.40613108,,,,770
08-Jul-24,49.34,47453,80.91705886,100.1006071,21.15,26002,77.57854223,113.8109019,24.23,29773,93.72304593,97.03780653,13.4,101920,62.1103629,78.27356105,12.63,549.073,59.38196888,101.1870489,36.15,826.8,86.58498272,98.10451356,6.46,131.335,102.2858255,100.3971963,9.75,79.477,59.20603704,97.64001252,27.85,242.867,100.1748865,99.65022706,7.7,551.4,42.39581732,73.7428879,14,131,77.97619048,100.8928571,24.32,336461,70.06859813,102.236624,40.95,124390,95.6772556,100.8614722,665999,74.14645171,97.76836658,8,473.149,100.0315011,99.40613108,,,,771
07-Jul-24,48.58,45502,77.59020531,100,20.67,24534,73.1986753,100.2118328,24.02,29242,92.05149998,98.26549564,13.37,101516,61.86416405,77.830525,11.96,466.725,50.47607409,99.83042159,35.9,800.2,83.79935072,97.2772018,6.45,130.85,101.9080997,100.0194704,9.75,79.477,59.20603704,100,27.88,244.14,100.6999583,99.4753406,7.7,551.4,42.39581732,72.85868061,13.7,122.9,73.1547619,100.8928571,23.7,311331,64.8352312,102.1293743,40.43,121660,93.57741712,100.3307438,633785,70.56002921,97.08267787,8,473.149,100.0315011,99.40613108,,,,772
06-Jul-24,48.49,45273,77.19971353,99.89768774,20.66,24504,73.10916848,100.8592654,23.93,29016,91.34006988,98.26549564,13.3,100576,61.29132515,77.47646181,11.76,444.179,48.03773552,99.83042159,35.81,790.9,82.82542675,97.2772018,6.45,130.85,101.9080997,100.0194704,9.66,77.608,57.81373382,100,27.85,242.867,100.1748865,99.4753406,7.7,551.4,42.39581732,71.98216208,13.4,115,68.45238095,100.8928571,23.63,308562,64.25858206,102.236624,39.45,116550,89.64695023,100.3692024,624481,69.52420395,97.09837557,8,473.149,100.0315011,99.40613108,,,,773
05-Jul-24,48.37,44972,76.68644704,99.94884387,20.62,24384,72.75114121,100.2118328,23.82,28741,90.47439166,99.00210911,13.2,99238,60.47594381,76.94628112,11.65,432.123,46.73388518,100.1695784,35.76,786.3,82.34370091,99.48685726,6.45,130.85,101.9080997,100.7749221,9.68,78.023,58.12288622,100,27.86,243.291,100.3497729,99.65022706,7.7,551.4,42.39581732,71.98216208,13.17,109.3,65.05952381,100.8928571,23.58,306594,63.84874258,102.3438736,39.33,115930,89.17006384,100.4922698,619859,69.00963126,97.08189855,8,473.149,100.0315011,99.40613108,,,,774
04-Jul-24,48.25,44671,76.17318055,100.0494509,20.47,23935,71.41152251,102.7180237,23.83,28766,90.55308968,92.130198,13.15,98571,60.06947195,76.1540571,11.14,379.861,41.08177616,100.3391568,35.57,767.2,80.34349147,99.35071735,6.43,129.88,101.152648,100.3971963,9.83,81.139,60.44413653,100,27.85,242.867,100.1748865,99.82511353,7.7,551.4,42.39581732,70.58280793,12.95,103.9,61.8452381,100.8928571,23.54,305024,63.5217873,102.4511233,39.1,114740,88.25474963,100.6153373,615707,68.54738422,96.86936734,8,473.149,100.0315011,99.40613108,,,,775
03-Jul-24,48,44050,75.11424869,99.89768774,20.39,23696,70.69845153,101.8408569,23.77,28616,90.08090156,101.2749079,13.15,98571,60.06947195,75.71467747,10.76,343.111,37.10728214,100,35.48,758.8,79.4638182,99.20410514,6.45,130.85,101.9080997,100.3971963,9.21,68.26,50.84998287,98.31418823,27.84,242.443,100,100,7.7,551.4,42.39581732,69.72166692,12.8,100.4,59.76190476,100.8928571,23.52,304241,63.35872617,102.7732888,38.9,113720,87.4701946,100.7384047,612894,68.23420962,97.2599171,8,473.149,100.0315011,99.40613108,,,,776
02-Jul-24,48.03,44123,75.2387286,99.89768774,20.44,23845,71.14300206,100.5340573,23.76,28591,90.00220354,99.91500614,13.15,98571,60.06947195,73.27036168,10.45,315.165,34.08493629,100.1695784,35.36,747.9,78.32233742,99.35071735,6.41,128.91,100.3971963,100.7749221,9.15,67.014,49.92178072,100,27.8,240.74,99.29756685,100.1748865,7.7,551.4,42.39581732,70.58280793,12.7,98.1,58.39285714,100.8928571,23.53,304633,63.44036086,103.3114114,38.89,113720,87.4701946,100.9845397,613483,68.29978368,97.03981537,8,473.149,100.0315011,99.40613108,,,,777
01-Jul-24,48,44050,75.11424869,100,20.46,23905,71.32201569,100.4266492,23.78,28641,90.15959958,96.95596059,13.15,98571,60.06947195,73.27036168,10.47,316.927,34.2754957,100.3391568,35.4,751.3,78.67839564,100.1780291,6.41,128.91,100.3971963,101.152648,9.16,67.222,50.07672939,100,27.81,241.171,99.4753406,100.1748865,7.7,551.4,42.39581732,68.52222051,12.64,96.8,57.61904762,100.8928571,23.45,301511,62.79019884,102.9884129,38.9,113720,87.4701946,101.3152834,610398,67.95632701,96.81303376,8,473.149,100.0315011,99.40613108,,,,778
30-Jun-24,47.99,44022,75.06650297,100.0494509,20.48,23965,71.50102933,101.0770654,23.95,29066,91.49746592,96.95596059,13.14,98438,59.98842134,71.88518846,10.39,309.887,33.51412324,,35.33,745.4,78.0605299,,6.39,127.933,99.63629283,,9.17,67.429,50.23093312,,27.85,242.867,100.1748865,,7.7,551.4,42.39581732,66.83069353,12.67,97.4,57.97619048,100.8928571,23.55,305416,63.60342199,102.7732888,38.91,113770,87.50865318,101.5229598,614677,68.43271311,96.50253111,8,473.149,100.0315011,99.40613108,,,,779
29-Jun-24,48,44050,75.11424869,100,20.42,23785,70.96398842,101.0770654,23.95,29066,91.49746592,96.87411465,13.13,98305,59.90737073,68.62975715,10.46,316.046,34.180216,,35.33,745.4,78.0605299,,6.38,127.44,99.25233645,,9.18,67.637,50.38588179,,27.85,242.867,100.1748865,,7.7,551.4,42.39581732,65.16223282,12.7,98.1,58.39285714,99.04761905,23.55,305416,63.60342199,102.558373,38.92,113820,87.54711176,100.6153373,614442,68.40655028,95.6554122,8,473.149,100.0315011,99.40613108,,,,780
28-Jun-24,47.97,43973,74.98294796,100.2012141,20.49,23995,71.59053615,100.2118328,23.57,28119,88.51638493,99.25394277,13.11,98039,59.74526951,68.62975715,10.43,313.403,33.89437688,,35.32,744.5,77.96627919,,6.39,127.933,99.63629283,,9.22,68.468,51.00493154,,27.84,242.443,100,,7.7,551.4,42.39581732,65.16223282,12.77,99.7,59.3452381,100.8928571,23.62,308168,64.17653086,102.4511233,38.93,113870,87.58557034,100.5768787,616164,68.59826257,95.65752749,8,473.149,100.0315011,99.40613108,,,,781
27-Jun-24,47.94,43900,74.85846804,99.89768774,20.4,23726,70.78795835,100.6414655,23.66,28342,89.21837127,99.74501842,13.09,97774,59.58377769,68.62975715,10.44,314.284,33.98965658,,35.36,747.9,78.32233742,,6.39,127.933,99.63629283,,9.21,68.26,50.84998287,,27.85,242.867,100.1748865,,7.7,551.4,42.39581732,63.52452714,12.9,102.7,61.13095238,99.04761905,23.62,308168,64.17653086,102.3438736,38.94,113920,87.62402892,100.5768787,615830,68.56107795,95.61377434,8,473.149,100.0315011,99.40613108,,,,782
26-Jun-24,47.93,43875,74.81583794,99.89768774,20.5,24025,71.68004296,100.9666736,23.62,28242,88.90357919,100.3399754,13.09,97774,59.58377769,68.62975715,10.46,316.046,34.180216,,35.33,745.4,78.0605299,,6.39,127.933,99.63629283,,9.23,68.676,51.15988021,,27.85,242.867,100.1748865,,7.7,551.4,42.39581732,63.03244656,12.95,103.9,61.8452381,100.8928571,23.6,307380,64.01242847,102.0223329,38.95,113970,87.6624875,100.6537959,615266,68.49828717,95.48618881,8,473.149,100.0315011,99.40613108,,,,783
25-Jun-24,47.9,43802,74.69135802,100.1517632,20.41,23755,70.87448161,100.6414655,23.56,28094,88.43768691,101.6148834,13.08,97641,59.50272708,68.28971023,10.3,302.032,32.66460894,,35.33,745.4,78.0605299,,6.41,128.91,100.3971963,,9.23,68.676,51.15988021,,27.88,244.14,100.6999583,,7.7,551.4,42.39581732,62.70951868,13.1,107.6,64.04761905,100.8928571,23.6,307380,64.01242847,101.4879589,38.97,114070,87.73940466,100.7768633,614742,68.43994963,95.20574558,8,473.149,100.0315011,99.40613108,,,,784
24-Jun-24,47.87,43728,74.56517291,100.0494509,20.51,24055,71.76954978,100.9666736,23.8,28691,90.31699562,97.93811188,13.04,97111,59.17974344,67.52734696,10.3,302.032,32.66460894,101.1870489,35.31,743.7,77.88250079,100.3246413,6.42,129.395,100.7749221,101.5303738,9.25,69.091,51.46903261,100,27.86,243.291,100.3497729,101.5661413,7.7,551.4,42.39581732,62.22512686,13,105.1,62.55952381,100.8928571,23.6,307380,64.01242847,101.2747091,38.99,114180,87.82401354,100.8614722,615145,68.4848161,94.840134,8,473.149,100.0315011,99.40613108,,,,785
23-Jun-24,47.81,43581,74.31450788,100.1006071,20.4,23726,70.78795835,99.69567682,23.94,29041,91.4187679,98.83841723,12.94,95790,58.37472196,66.59983546,10.33,304.65,32.94774433,100.6783136,35.31,743.7,77.88250079,99.75913708,6.42,129.395,100.7749221,101.5303738,9.21,68.26,50.84998287,97.64001252,27.89,244.56,100.8731949,101.3929047,7.7,551.4,42.39581732,61.90219899,12.9,102.7,61.13095238,100.8928571,23.6,307380,64.01242847,101.0614593,38.96,114020,87.70094608,100.9460811,613538,68.3059069,94.55668482,8,473.149,100.0315011,99.40613108,,,,786
22-Jun-24,47.64,43165,73.6051429,100.2012141,20.36,23608,70.4358982,101.8408569,23.91,28966,91.18267384,100.4249693,12.9,95264,58.05417593,65.67658978,10.25,297.445,32.1685272,100.8478921,35.31,743.7,77.88250079,100.3246413,6.44,130.365,101.5303738,101.152648,9.2,68.052,50.69503419,100,27.85,242.867,100.1748865,101.2155434,7.7,551.4,42.39581732,61.10256805,12.75,99.3,59.10714286,100.8928571,23.6,307380,64.01242847,100.6362092,38.66,112490,86.52411353,101.192216,610873,68.00920931,94.33903238,8,473.149,100.0315011,99.40613108,,,,787
21-Jun-24,47.43,42653,72.7320783,100.1006071,20.33,23519,70.17036131,101.9512486,23.54,28044,88.28029087,100.8499386,12.89,95132,57.97373473,64.50775465,9.93,270.145,29.21604592,100.6783136,35.19,733.5,76.81432611,100.1780291,6.71,133.76,104.1744548,101.5303738,8.91,62.366,46.45927383,97.64001252,27.89,244.56,100.8731949,101.0423069,7.7,551.4,42.39581732,59.51868368,12.65,97,57.73809524,100.8928571,23.44,301122,62.7091889,100,38.15,109910,84.5396508,101.5998769,600380,66.84101129,93.85696839,8,473.149,100.0315011,99.40613108,,,,788
20-Jun-24,47.38,42526,72.51551736,99.64531751,20.3,23431,69.90780798,102.8254319,23.54,28044,88.28029087,101.1899141,12.85,94607,57.6537981,63.26396295,9.88,265.93,28.76019579,100.5087352,35.8,789.9,82.72070374,100.4607812,6.45,130.85,101.9080997,101.5303738,8.9,62.195,46.33188814,100,27.89,244.56,100.8731949,100.6999583,7.7,551.4,42.39581732,58.27310472,12.1,85.1,50.6547619,100.8928571,23.45,301511,62.79019884,99.15533083,38.13,109810,84.46273364,102.3075148,599929,66.79080093,93.29552527,8,473.149,100.0315011,99.40613108,,,,789
19-Jun-24,47.29,42308,72.14378283,98.6852875,20.28,23372,69.7317779,102.4972402,23.51,27971,88.05049265,100.9349325,12.82,94214,57.41430269,62.27490173,9.71,252.156,27.27054462,104.2394603,30.18,396.3,41.50172793,100.1780291,6.44,130.365,101.5303738,104.5521807,8.9,62.195,46.33188814,99.32582428,27.88,244.14,100.6999583,101.5661413,7.7,551.4,42.39581732,56.42780255,12.4,91.4,54.4047619,100.8928571,23.45,301511,62.79019884,96.43868651,37.99,109110,83.92431351,103.4305053,598486,66.63015004,91.74111939,8,473.149,100.0315011,99.40613108,,,,790
18-Jun-24,47.14,41950,71.53331969,98.93595253,20.24,23254,69.37971776,103.0462154,23.57,28119,88.51638493,102.5498158,12.78,93691,57.09558487,60.80136506,9.3,221.936,24.00226681,103.9003035,35.03,720.4,75.44245471,101.0158132,6.39,127.933,99.63629283,104.5521807,8.9,62.195,46.33188814,99.32582428,27.84,242.443,100,101.5661413,7.7,551.4,42.39581732,54.91311702,12.2,87.2,51.9047619,100.8928571,23.44,301122,62.7091889,94.37845177,37.65,107380,82.59364664,102.8074763,595516,66.29949645,90.37430655,8,473.149,100.0315011,99.40613108,,,,791
17-Jun-24,47.14,41950,71.53331969,98.33060501,20.23,23224,69.29021094,102.8254319,23.68,28392,89.37576731,102.2948343,12.77,93560,57.01575307,59.34123526,9.26,218.948,23.67911612,104.2394603,35.03,720.4,75.44245471,100.0418892,6.39,127.933,99.63629283,104.5521807,8.9,62.195,46.33188814,99.32582428,27.84,242.443,100,102.0899758,7.7,551.4,42.39581732,52.78333077,12.1,85.1,50.6547619,100.8928571,23.45,301511,62.79019884,91.83944622,37.66,107430,82.63210522,103.1766787,596067,66.36083993,88.74686742,8,473.149,100.0315011,99.40613108,,,,792
16-Jun-24,47.12,41902,71.45146989,98.63413137,20.2,23136,69.02765761,103.2640153,23.67,28367,89.29706929,101.869865,12.77,93560,57.01575307,58.93781041,9.01,201.737,21.81775512,100.1695784,35.02,719.6,75.3586763,100.4607812,6.4,128.425,100.0194704,103.796729,8.89,62.025,46.2052474,100,27.85,242.867,100.1748865,101.0423069,7.7,551.4,42.39581732,50.06919883,12,83,49.4047619,100.8928571,23.45,301511,62.79019884,88.8452023,37.67,107480,82.6705638,103.0536113,595956,66.34848217,87.07578647,8,473.149,100.0315011,99.40613108,,,,793
15-Jun-24,47.09,41828,71.32528477,100.3069368,20.29,23401,69.81830116,104.6931408,23.65,28317,89.13967325,102.5498158,12.76,93430,56.93653067,57.4941345,9.21,215.214,23.27528589,102.2045194,35.04,721.2,75.52623311,100.7435334,6.41,128.91,100.3971963,103.4190031,8.91,62.366,46.45927383,99.32582428,27.83,242.019,99.82511353,100.6999583,7.7,551.4,42.39581732,43.62601876,11.9,81,48.21428571,100.8928571,23.45,301511,62.79019884,86.68604796,37.68,107530,82.70902238,104.4765787,596017,66.35527337,86.05031501,8,473.149,100.0315011,99.40613108,,,,794
14-Jun-24,47.08,41804,71.28435987,100.7639315,20.36,23608,70.4358982,102.389832,23.46,27847,87.66015047,102.3798281,12.71,92778,56.53919985,55.35330144,9.14,210.283,22.74200072,102.0349409,35.08,724.5,75.87181904,100.7435334,6.41,128.91,100.3971963,103.0412773,8.92,62.536,46.58591457,98.98836395,27.84,242.443,100,101.9167392,7.7,551.4,42.39581732,43.01091804,11.75,78,46.42857143,100.8928571,23.46,301900,62.87120878,77.89469958,37.69,107580,82.74748096,107.4378894,595517,66.29960778,81.32586524,8,473.149,100.0315011,99.40613108,,,,795
13-Jun-24,47.03,41686,71.08314576,99.19002797,20.27,23342,69.64227109,97.26705851,23.44,27798,87.50590235,101.1899141,12.65,91998,56.06386544,53.86392029,9.3,221.936,24.00226681,101.3566273,35.06,722.9,75.70426223,100.0418892,6.4,128.425,100.0194704,102.2858255,8.92,62.536,46.58591457,96.29166108,27.84,242.443,100,100.3497729,7.65,543.5,41.78840535,41.78840535,11.65,76.1,45.29761905,100.8928571,23.44,301122,62.7091889,77.16352762,37.68,107530,82.70902238,102.4767326,593476,66.07238085,79.60880451,8,473.149,100.0315011,99.40613108,,,,796
