DATE,WEMMERSHOEK_HEIGHT_m_,WEMMERSHOEK_STORAGE_Ml_,WEMMERSHOEK_Current_,WEMMERSHOEK_Last_Year_,STEENBRAS_LOWER_HEIGHT_m_,STEENBRAS_STORAGE__Ml_,STEENBRAS_LOWER_Current__,STEENBRAS_LOWER_Last_Year__,STEENBRAS_UPPER_HEIGHT_m_,STEENBRAS_UPPER_STORAGE_Ml_,STEENBRAS_UPPER_Current__,STEENBRAS_UPPERLast_Year__,VOËLVLEI_HEIGHT__m_,VOËLVLEI_STORAGE__Ml_,VOËLVLEI__Current__,VOËLVLEI_Last_Year_,HELY_HUTCHINSON_HEIGHT_m_,HELY_HUTCHINSON_STORAGE__Ml_,HELY_HUTCHINSON_Current__,HELY_HUTCHINSON_Last_Year_,WOODHEAD_HEIGHT,WOODHEAD_STORAGE_Ml_,WOODHEAD_Current_,WOODHEAD_Last_Year_,VICTORIA_HEIGHT,VICTORIA_STORAGE_Ml_,VICTORIA_Current_,VICTORIALast_Year_,ALEXANDRA_HEIGHT_m_,ALEXANDRA_STORAGE_Ml_,ALEXANDRA_Current_,ALEXANDRA_Last_Year_,DE_VILLIERS_HEIGHT_m_,DE_VILLIERS_STORAGE_Ml_,DE_VILLIERS_Current_,DE_VILLIERS_Last_Year_,KLEINPLAATS_HEIGHT__m_,KLEINPLAATS_STORAGE_Ml_,KLEINPLAATS_Current__,KLEINPLAATS_Last_Year__,LEWIS_GAY_HEIGHT__m_,LEWIS_GAY_STORAGE__Ml_,LEWIS_GAY_Current__,LEWIS_GAY_Last_Year__,THEEWATERSKLOOF_HEIGHT__m_,THEEWATERSKLOOF_STORAGE__Ml_,THEEWATERSKLOOF_Current,THEEWATERSKLOOF_Last_Year__,BERG_RIVER_HEIGHT__m_,BERG_RIVER_STORAGE__Ml_,BERG_RIVER_Current__,BERG_RIVER_Last_Year__,TOTAL_STORED___BIG_6_STORAGE,TOTAL_STORED___BIG_6_Current,TOTAL_STORED___BIG_6_Last_Year,LAND_en_ZEEZICHT_HEIGHT__m_,LAND_en_ZEEZICHT_STORAGE__Ml_,LAND_en_ZEEZICHT_Current__,LAND_en_ZEEZICHT_Last_Year__,TOTAL_STORED___BIG_5_STORAGE,TOTAL_STORED___BIG_5_Current,TOTAL_STORED___BIG_5_Last_Year,ObjectId
29-Jan-26,46.74,40996,69.90655481,75.48939363,18.79,19211,57.31718233,72.30360712,21.84,24014,75.59417005,94.84685365,14.27,113875,69.39577684,81.7550809,7.76,128.918,13.94241688,59.24645756,35.8,789.9,82.72070374,40.43355325,4.54,55.807,43.46339564,89.6635514,7.79,44.05,32.81485123,41.63873121,23.7,138.661,57.19323717,91.8009594,7.4,504.9,38.82054436,23.63524527,13,105.1,62.55952381,94.46428571,22.65,271411,56.52182062,81.32752172,32.24,81543,62.72055996,82.70902238,551050,61.34904439,81.36583313,6.6,389.784,82.40676533,87.27737844,,,,1
28-Jan-26,46.78,41091,70.06854921,75.9156947,18.82,19289,57.54990005,73.64620939,22.11,24634,77.54588095,95.57402336,14.3,114296,69.65233554,81.7550809,7.77,129.366,13.99086786,60.59129656,35.8,789.9,82.72070374,40.17174573,4.56,56.425,43.94470405,90.04672897,7.8,44.185,32.91541888,41.63873121,23.7,138.661,57.19323717,91.31878421,7.45,512.5,39.40489005,24.51945256,12.92,103.2,61.42857143,88.75,22.68,272502,56.7490233,81.51557307,32.36,82078,63.13206676,83.1012999,553890,61.66522493,81.62679341,6.6,389.784,82.40676533,90.77843552,,,,2
27-Jan-26,46.8,41139,70.15039902,76.21751586,18.93,19579,58.41513262,72.93015485,22.2,24842,78.20064847,96.1406491,14.34,114857,69.99421067,81.94094884,7.77,129.366,13.99086786,60.19471235,35.8,789.9,82.72070374,41.25039271,4.56,56.425,43.94470405,90.04672897,7.8,44.185,32.91541888,42.65334704,23.7,138.661,57.19323717,91.31878421,7.5,520.2,39.9969245,25.41903737,12.82,100.9,60.05952381,87.38095238,22.71,273596,56.97685073,81.79796246,32.46,82526,63.47665564,83.40896854,556539,61.96014121,81.86927271,6.68,395.079,83.52621564,90.77843552,,,,3
26-Jan-26,46.82,41186,70.23054362,76.43066639,18.97,19686,58.7343736,73.73869976,22.29,25050,78.855416,96.54987881,14.38,115419,70.33669521,82.12194156,7.77,129.366,13.99086786,60.721833,35.81,790.9,82.82542675,42.71651482,4.56,56.425,43.94470405,91.96495327,7.8,44.185,32.91541888,42.90737347,23.71,138.854,57.27284351,91.43922489,7.55,527.9,40.58895894,26.34168845,12.73,98.8,58.80952381,86.13095238,22.74,274693,57.20530292,81.98643031,32.56,82974,63.82124452,83.68587032,559008,62.23501789,82.1017322,6.67,394.487,83.40105708,90.77843552,,,,4
25-Jan-26,46.87,41304,70.43175772,76.81433736,19.06,19926,59.45042814,73.82820658,22.33,25143,79.14817263,96.54987881,14.52,117393,71.53965691,82.39251653,7.78,129.813,14.03921068,60.721833,35.81,790.9,82.82542675,43.06210074,4.57,56.734,44.18535826,91.96495327,7.81,44.319,33.01524159,43.41468139,23.71,138.854,57.27284351,91.43922489,7.59,534.1,41.065662,27.27971705,12.62,96.3,57.32142857,83.92857143,22.77,275793,57.43437987,82.17531467,32.67,83469.7,64.20252288,84.00123067,563028.7,62.68264714,82.32617585,6.66,393.896,83.27610994,90.77843552,,,,5
24-Jan-26,46.89,41352,70.51360753,77.15708342,19.15,20167,60.16946624,74.73819256,22.34,25166,79.22057481,95.41033148,14.52,117393,71.53965691,82.66431031,7.81,131.156,14.18445546,60.05920103,35.81,790.9,82.82542675,43.00973924,4.57,56.734,44.18535826,91.96495327,7.81,44.319,33.01524159,43.41468139,23.71,138.854,57.27284351,90.84733319,7.63,540.4,41.55005382,28.23312317,12.53,94.3,56.13095238,82.20238095,22.8,276896,57.66408157,82.36440727,32.75,83831,64.48042458,84.30889932,564805,62.88040471,82.53748242,6.66,393.896,83.27610994,90.77843552,,,,6
23-Jan-26,46.92,41423,70.63467703,77.50323989,19.23,20384,60.81689889,75.10218695,22.59,25753,81.06840432,96.1406491,14.52,117393,71.53965691,83.29808952,7.82,131.603,14.23279828,60.33011553,35.55,765.4,80.15499005,44.57011205,4.72,61.309,47.74844237,92.34813084,8.01,47.041,35.04298336,43.66870782,23.8,140.591,57.98930058,90.96241178,7.67,546.7,42.03444564,29.20959557,12.43,92.1,54.82142857,81.36904762,22.85,278741,58.04830608,82.64867094,32.85,84284,64.82885932,84.5396508,567978,63.23365853,82.90064472,6.64,392.713,83.02600423,90.77843552,,,,7
22-Jan-26,46.94,41471,70.71652684,77.76243094,18.8,19237,57.3947549,75.74066891,22.43,25376,79.88163818,95.24978752,14.59,118385,72.14418477,83.93430635,7.81,131.156,14.18445546,60.59129656,35.97,807.3,84.54288407,45.99434496,4.66,59.479,46.32320872,92.34813084,8,46.871,34.91634262,43.66870782,23.76,139.819,57.67087522,90.96241178,7.7,551.4,42.39581732,30.19375673,12.34,90.1,53.63095238,79.16666667,22.88,279852,58.27967379,82.9333511,32..96,84784,65.21344512,84.88577802,569105,63.35912877,83.2284037,6.64,392.713,83.02600423,90.77843552,,,,8
21-Jan-26,46.97,41542,70.83759634,78.02332719,19.15,20167,60.16946624,76.4686577,22.5,25542,80.40419303,95.6558693,14.62,118810,72.40318108,83.93430635,7.81,131.156,14.18445546,60.59129656,35.97,807.3,84.54288407,47.57566237,4.66,59.479,46.32320872,92.73208723,8,46.871,34.91634262,43.9219893,23.76,139.819,57.67087522,90.96241178,7.74,557.8,42.88789789,31.20867292,12.26,88.4,52.61904762,77.97619048,22.92,281338,58.58913592,83.21865603,33.04,85148.8,65.49403892,85.20113837,572547.8,63.74241974,83.48513339,6.64,392.713,83.02600423,90.77843552,,,,9
20-Jan-26,47,41615,70.96207626,78.28081304,19.22,20356,60.73335919,76.65363845,22.63,25846,81.36116095,96.30434098,14.63,118952,72.48971632,84.11651787,7.82,131.603,14.23279828,60.98301404,35.98,808.4,84.65807938,49.03131218,4.71,61.004,47.51090343,92.73208723,8,46.871,34.91634262,44.93660513,23.76,139.819,57.67087522,91.07749038,7.78,564.2,43.37997847,32.23127787,12.18,86.7,51.60714286,76.36904762,22.97,283203,58.97752547,83.40899814,33.12,85514.6,65.77540189,85.47034843,575486.6,64.0695998,83.70579178,6.66,393.896,83.27610994,90.90359408,,,,10
19-Jan-26,47.03,41686,71.08314576,78.67301003,19.3,20576,61.38974252,76.37616732,22.71,26037,81.96241383,94.12597979,14.66,119379,72.74993144,84.66315244,7.78,129.813,14.03921068,60.8524776,35.94,804.3,84.22871505,50.7278249,4.67,59.784,46.56074766,92.73208723,7.98,46.602,34.71595226,44.80996439,23.77,140.012,57.75048156,91.19793106,7.82,570.6,43.87205905,33.2769491,12.06,84.2,50.11904762,74.70238095,23.12,288845,60.15248194,83.69534432,33.22,85973,66.12799015,85.78570879,582496,64.84996454,83.94259319,6.7,384.433,81.27547569,90.90359408,,,,11
18-Jan-26,47.07,41781,71.24514017,79.02428211,19.42,20905,62.37133395,77.48605185,22.56,25681,80.84175402,94.12597979,14.7,119948,73.0966818,84.93738383,7.78,129.813,14.03921068,61.24419508,35.94,804.3,84.22871505,52.1101686,4.67,59.784,46.56074766,93.1152648,7.98,46.602,34.71595226,45.06399082,23.77,140.012,57.75048156,91.31878421,7.86,577.1,44.37182839,34.33799785,11.96,82.2,48.92857143,72.67857143,23.04,285827,59.52397811,83.98210701,33.32,86433.2,66.48196293,86.09337743,580575.2,64.63611962,84.25487714,6.7,384.433,81.27547569,90.90359408,,,,12
17-Jan-26,47.11,41878,71.41054498,79.33121888,19.4,20850,62.20723812,77.48605185,22.56,25681,80.84175402,95.6558693,14.74,120518,73.44404156,85.39443615,7.78,129.813,14.03921068,61.37473152,35.88,798.1,83.5794324,54.07896115,4.63,58.564,45.6105919,93.49922118,7.98,46.602,34.71595226,45.19063156,23.75,139.626,57.59126888,90.96241178,7.9,583.7,44.87928648,35.42211287,11.86,80.2,47.73809524,66.25,23.08,287333,59.83760527,84.17349038,33.41,86848.3,66.80124606,86.40873779,583108.3,64.91813262,84.56048122,6.68,395.079,83.52621564,91.15369979,,,,13
16-Jan-26,47.14,41950,71.53331969,79.68078576,19.4,20850,62.20723812,78.22299132,22.63,25846,81.36116095,96.1406491,14.82,121660,74.13997989,85.94411774,7.76,128.918,13.94241688,61.37473152,35.82,792,82.94062205,55.19949733,4.63,58.564,45.6105919,93.49922118,7.95,46.199,34.41573921,45.31727231,23.75,139.626,57.59126888,90.96241178,8,600.2,46.14793172,35.42211287,11.8,79,47.02380952,66.25,23.12,288845,60.15248194,84.46129433,33.51,87311.4,67.15744943,86.67794785,586462.4,65.29154852,84.92119423,6.68,395.079,83.52621564,91.52875264,,,,14
15-Jan-26,47.16,41997,71.61346429,79.94338722,19.47,21042,62.78008175,78.77793359,22.73,26084,82.1103661,96.71357069,14.82,121660,74.13997989,86.21956793,7.8,130.708,14.13600448,61.11355048,35.88,798.1,83.5794324,56.45617342,4.66,59.479,46.32320872,93.49922118,8,46.871,34.91634262,45.44391305,23.78,140.205,57.8300879,91.19793106,8,600.2,46.14793172,35.42211287,11.75,78,46.42857143,61.8452381,23.16,290362,60.46839988,84.74951477,33.67,88054.5,67.72902084,86.95484963,589199.5,65.59627308,85.22379236,6.68,395.079,83.52621564,90.90359408,,,,15
14-Jan-26,47.2,42095,71.78057431,80.34240502,19.54,21237,63.36187606,78.22299132,22.96,26634,83.84172254,96.05880316,14.87,122376,74.5763125,86.67905786,7.58,120.865,13.07148898,61.11355048,35.86,796.1,83.36998639,57.70237721,4.66,59.479,46.32320872,95.0334891,7.98,46.602,34.71595226,40.49747463,23.76,139.819,57.67087522,88.48636587,8,600.2,46.14793172,35.97570352,11.9,81,48.21428571,59.10714286,23.2,291884,60.78535907,84.74951477,33.76,88474.2,68.05184217,87.30866856,592700.2,65.98601012,85.34113542,6.7,384.433,81.27547569,90.90359408,,,,16
13-Jan-26,47.24,42190,71.94256872,80.78575813,19.55,21265,63.44541576,78.96291434,23.05,26850,84.52167343,96.63172475,14.9,122806,74.83835583,87.6924952,7.97,139.075,15.04089132,60.59129656,35.87,797.1,83.47470939,58.34118756,4.65,59.174,46.08566978,95.0334891,8,46.871,34.91634262,46.71255531,23.77,140.012,57.75048156,90.73225459,8.05,608.5,46.78609872,36.53698293,12.35,90.4,53.80952381,56.66666667,23.24,293411,61.10335952,85.90843586,33.85,88895,68.37550958,87.58557034,595417,66.28847466,86.26273489,6.71,396.853,83.9012685,90.90359408,,,,17
12-Jan-26,47.27,42261,72.06363822,81.04835959,19.6,21407,63.86908136,79.71178805,23.26,27358,86.1208172,97.11965247,15.03,124676,75.97793961,87.50784606,7.97,139.075,15.04089132,60.59129656,35.85,795.1,83.26526338,58.26788145,4.66,59.479,46.32320872,94.64953271,8.03,47.382,35.29700979,46.83919605,23.8,140.591,57.98930058,90.50250987,8.05,608.5,46.78609872,38.47455021,12.15,86.1,51.25,54.04761905,23.28,294943,61.42240123,86.19957183,33.94,89318,68.70086916,87.86247212,599963,66.79458619,86.48706721,6.86,404.542,85.52684989,90.90359408,,,,18
11-Jan-26,47.56,42969,73.27092286,81.49682832,19.64,21520,64.20622371,79.89975236,23.17,27140,85.43457047,96.95596059,15.04,124820,76.06569365,87.6924952,7.76,128.918,13.94241688,60.721833,35.86,796.1,83.36998639,58.26788145,4.71,61.004,47.51090343,94.64953271,7.96,46.334,34.51630686,46.83919605,23.79,140.398,57.90969424,90.617176,8.05,608.5,46.78609872,38.82054436,12.2,87.2,51.9047619,50.6547619,23.32,296480,61.74248419,86.49112431,34.01,89646,68.95315745,88.10091531,602575,67.08538322,86.74168161,6.86,404.542,85.52684989,91.15369979,,,,19
10-Jan-26,47.5,42823,73.02196303,81.85662642,19.68,21633,64.54336605,79.9952263,23.18,27164,85.51012057,96.22249504,15.06,125109,76.24181115,87.9691642,7.81,131.156,14.18445546,60.8524776,35.88,798.1,83.5794324,58.34118756,4.86,65.58,51.07476636,94.64953271,7.74,43.379,32.31499277,46.96658174,23.77,140.012,57.75048156,90.617176,8.05,608.5,46.78609872,38.82054436,12.25,88.2,52.5,47.85714286,23.36,298023,62.06381667,86.78350979,34.12,90159,69.34774248,88.37781709,604911,67.34545285,86.98972747,6.71,396.853,83.9012685,92.27885835,,,,20
09-Jan-26,47.38,42526,72.51551736,82.08000818,19.7,21690,64.71342901,80.18319062,23.42,27750,87.35480215,96.54987881,15.06,125109,76.24181115,88.33846248,7.82,131.603,14.23279828,60.721833,35.89,799.2,83.69462771,58.12126924,4.87,65.885,51.3123053,94.26635514,7.76,43.647,32.51463818,47.75547907,23.78,140.205,57.8300879,90.617176,8.05,608.5,46.78609872,39.9969245,12.3,89.3,53.1547619,44.70238095,23.4,299570,62.38598216,87.17398186,34.22,90627,69.70771479,88.65471887,607272,67.60830575,87.33919603,6.75,398.628,84.27653277,92.52896406,,,,21
08-Jan-26,47.41,42604,72.64852329,82.39206057,19.73,21775,64.96703166,80.75006713,23.48,27897,87.81754651,95.81956118,15.01,124388,75.80243152,89.53898656,8,140.744,15.22139284,60.98301404,35.9,800.2,83.79935072,58.55063357,4.86,65.58,51.07476636,95.0334891,7.78,43.916,32.71502853,47.9096828,23.79,140.398,57.90969424,90.617176,8.05,608.5,46.78609872,40.58895894,12.35,90.4,53.80952381,42.14285714,23.45,301511,62.79019884,87.36973852,34.33,91144,70.10537651,88.89316206,609319,67.83620067,87.71338011,6.73,398.036,84.15137421,94.40465116,,,,22
07-Jan-26,47.45,42701,72.81392811,82.79960439,19.76,21860,65.2206343,80.65459319,23.41,27726,87.27925205,96.38618692,15.12,125976,76.77016362,89.53898656,7.81,131.156,14.18445546,62.03119897,35.88,798.1,83.5794324,56.86459315,4.88,66.19,51.54984424,95.41666667,7.66,42.304,31.51417631,47.9096828,23.8,140.591,57.98930058,90.73225459,8.05,608.5,46.78609872,41.18868215,12.4,91.4,54.4047619,38.86904762,23.49,303069,63.11465509,87.56570343,34.43,91610,70.46381048,89.17006384,612942,68.23955352,87.90130714,6.77,398.628,84.27653277,95.02980973,,,,23
06-Jan-26,47.48,42774,72.93840802,83.20714822,19.74,21803,65.05057135,81.5019244,23.48,27897,87.81754651,96.95596059,15.15,126410,77.03464457,89.53898656,7.73,127.576,13.79728026,63.5297184,35.73,783.5,82.05047649,55.59744476,4.89,66.522,51.80841121,95.80062305,7.48,39.886,29.71289799,48.52873255,23.81,140.79,58.07138173,89.92711689,8.05,608.5,46.78609872,42.39581732,12.47,93,55.35714286,35.95238095,23.53,304633,63.44036086,87.95825802,34.53,92090,70.83301285,89.40850704,615607,68.5362511,88.22405622,6.76,399.81,84.52642706,95.02980973,,,,24
05-Jan-26,47.52,42872,73.10551804,83.52431621,19.72,21747,64.88349196,81.78536265,23.38,27652,87.04630591,97.44703623,15.36,129463,78.8951522,89.53898656,7.73,127.576,13.79728026,64.66496367,35.74,784.4,82.1447272,54.34076867,4.97,69.177,53.87616822,96.18380062,7.45,39.483,29.41268493,48.99283362,23.81,140.79,58.07138173,90.15727408,8.05,608.5,46.78609872,42.39581732,12.5,93.6,55.71428571,32.73809524,23.58,306594,63.84874258,88.15484768,34.63,92560,71.1945235,89.64695023,620888,69.12419104,88.41231724,6.77,398.628,84.27653277,94.77970402,,,,25
04-Jan-26,47.56,42969,73.27092286,83.70506787,19.86,22147,66.07691619,82.45666378,23.24,27310,85.969717,97.44703623,15.4,130048,79.25165301,90.18617264,7.73,127.576,13.79728026,65.74851349,35.74,784.4,82.1447272,52.63378364,4.99,69.841,54.39330218,96.18380062,7.46,39.618,29.51325258,47.9096828,23.8,140.591,57.98930058,89.92711689,8.09,615.2,47.30124558,43.62601876,12.55,94.7,56.36904762,30.11904762,23.61,307774,64.09447966,88.35185386,34.73,93040,71.56372587,89.84693485,623288,69.39138586,88.70166696,6.8,408.682,86.40211416,95.53002114,,,,26
03-Jan-26,47.61,43091,73.47895778,84.1160221,19.89,22233,66.3335024,82.35820628,23.06,26874,84.59722353,96.71357069,15.4,130048,79.25165301,90.18617264,7.74,128.024,13.84573123,67.2504937,35.75,785.4,82.2494502,51.77505498,4.99,69.841,54.39330218,96.56931464,7.44,39.349,29.31286223,49.76683204,23.81,140.79,58.07138173,89.92711689,8.09,615.2,47.30124558,43.62601876,12.6,95.9,57.08333333,26.19047619,23.65,309352,64.42310095,88.54906828,34.83,93560,71.9636951,90.04691947,625158,69.59957516,88.83326041,6.85,408.682,86.40211416,96.95306554,,,,27
02-Jan-26,47.67,43238,73.72962281,84.39055999,20.03,22639,67.544828,82.65059522,23.07,26898,84.67277363,97.28334435,15.4,130048,79.25165301,90.55668972,7.74,128.024,13.84573123,68.77659126,35.75,785.4,82.2494502,51.97402869,4.99,69.841,54.39330218,96.56931464,7.47,39.752,29.61307528,49.1477823,23.81,140.79,58.07138173,89.92711689,8.1,616.9,47.43195448,44.87928648,12.75,99.3,59.10714286,23.33333333,23.69,310935,64.7527635,88.94412189,34.93,93990,72.29443889,90.33151296,627748,69.88792291,89.20232326,6.87,408.682,86.40211416,97.28054968,,,,28
01-Jan-26,47.72,43360,73.93765773,84.84925994,19.94,22378,66.76611869,84.10060566,23.12,27020,85.05681997,97.61072811,15.4,130048,79.25165301,90.74133886,7.78,129.813,14.03921068,71.23407228,35.89,799.2,83.69462771,52.37197612,5.01,70.504,54.90965732,98.48520249,7.47,39.752,29.61307528,51.62398129,23.82,140.99,58.15387534,90.15727408,8.1,616.9,47.43195448,46.14793172,12.75,99.3,59.10714286,20,23.71,311728,64.91790715,89.14216932,35.02,94420,72.62518268,90.56995616,628954,70.0221883,89.4720787,6.89,407.499,86.15200846,97.53065539,,,,29
31-Dec-25,47.76,43458,74.10476775,85.16813314,20.04,22667,67.62836769,83.61726885,23.32,27505,86.58356156,96.63172475,15.42,130340,79.42959871,91.29711448,7.78,129.813,14.03921068,71.87301951,35.89,799.2,83.69462771,52.0368625,5.01,70.504,54.90965732,98.48520249,7.47,39.752,29.61307528,51.46903261,23.82,140.99,58.15387534,90.15727408,8.1,616.9,47.43195448,48.2162079,12.8,100.4,59.76190476,18.27380952,23.77,314115,65.41500412,89.43955284,35.11,94860,72.96361818,90.80839935,632945,70.46651103,89.7352656,6.91,408.682,86.40211416,98.40591966,,,,30
30-Dec-25,47.8,43556,74.27187777,85.53816247,20.05,22696,67.71489095,83.13393203,23.58,28144,88.59508295,97.36519029,15.42,130340,79.42959871,91.38974375,7.78,129.813,14.03921068,72.80191554,35.89,799.2,83.69462771,52.23583621,5.01,70.504,54.90965732,97.33489097,7.47,39.752,29.61307528,51.46903261,23.84,141.388,58.31803764,89.92711689,8.1,616.9,47.43195448,48.2162079,12.85,101.6,60.47619048,18.27380952,23.787,314514,65.49809658,89.63801678,35.2,95290,73.29436197,91.05453427,634540,70.64408425,89.9259759,6.91,408.682,86.40211416,98.53086681,,,,31
29-Dec-25,47.84,43654,74.43898779,85.86215129,20.12,22900,68.32353731,83.51881135,23.83,28766,90.55308968,97.69257405,15.6,132984,81.04086048,92.22340717,7.79,130.261,14.08766166,74.37960041,35.85,795.1,83.26526338,52.0368625,5,70.172,54.65109034,97.33489097,7.47,39.752,29.61307528,51.46903261,23.84,141.388,58.31803764,90.04219549,8.13,622,47.82408119,48.2162079,12.9,102.7,61.13095238,19.4047619,23.836,316512,65.91418361,89.93644156,35.29,95720,73.62510576,91.33912776,640536,71.31162598,90.32610015,6.94,410.456,86.77716702,98.78097252,,,,32
28-Dec-25,47.89,43777,74.64872792,86.23218062,20.22,23195,69.20368768,84.00214816,23.86,28841,90.78918374,97.36519029,15.6,132984,81.04086048,92.22340717,7.78,129.813,14.03921068,75.97664403,35.92,802.2,84.00879673,52.37197612,5.03,71.168,55.42679128,97.71806854,7.49,40.021,29.81346564,51.93313369,23.87,141.986,58.56469356,91.19793106,8.13,622,47.82408119,48.73904352,12.99,104.5,62.20238095,20.6547619,23.861,317715,66.16471049,90.1357385,35.38,96160,73.96354127,91.53911238,642672,71.54942937,90.49220626,6.96,411.639,87.02727273,86.21205074,,,,33
27-Dec-25,47.94,43900,74.85846804,86.41804788,20.26,23313,69.55574783,84.10060566,23.91,28966,91.18267384,95.73771524,15.6,132984,81.04086048,92.68716292,7.78,129.813,14.03921068,77.38950907,35.92,802.2,84.00879673,52.49764373,5.03,71.168,55.42679128,97.71806854,7.49,40.021,29.81346564,52.24303103,23.88,142.185,58.64677471,91.56007804,8.13,622,47.82408119,48.73904352,13.11,107.8,64.16666667,21.96428571,23.895,318920,66.41565387,90.33503544,35.49,96700,74.37889393,91.73909699,644783,71.78444948,90.67067014,6.97,412.231,87.15243129,100.0315011,,,,34
26-Dec-25,47.98,43998,75.02557806,86.88015824,20.3,23431,69.90780798,84.1960796,24,29192,91.89410394,96.05880316,15.6,132984,81.04086048,92.96566014,7.79,130.261,14.08766166,,35.95,805.3,84.33343806,,5.03,71.168,55.42679128,,7.49,40.021,29.81346564,,23.88,142.185,58.64677471,,8.13,622,47.82408119,48.73904352,13.14,108.5,64.58333333,22.97619048,23.924,320128,66.667222,90.63491799,35.6,97230,74.78655488,91.90062303,646963,72.02715145,90.95033405,6.99,413.413,87.40232558,100.0315011,,,,35
25-Dec-25,48.02,44099,75.1978037,87.25700839,20.34,23549,70.25986813,78.03801056,24.01,29217,91.97280196,96.05880316,15.6,132984,81.04086048,92.96566014,7.81,131.156,14.18445546,77.54437915,35.9,800.2,83.79935072,52.63378364,5.06,72.164,56.20249221,98.48520249,7.5,40.155,29.91328834,53.48038558,23.9,142.584,58.81134947,92.28354706,8.15,625.4,48.085499,48.73904352,13.17,109.3,65.05952381,20.95238095,23.963,321742,67.00334036,90.93500879,35.71,97770,75.20190755,91.97754019,649361,72.29412361,90.91671203,7.07,418.145,88.40274841,100.0315011,,,,36
24-Dec-25,48.06,44197,75.36491372,87.44117045,20.35,23578,70.34639138,85.75946535,24.08,29393,92.52683602,97.44703623,15.65,133722,81.49059996,93.24415735,7.83,132.051,14.28124926,49.23711345,35.9,800.2,83.79935072,52.89559116,5.06,72.164,56.20249221,98.86915888,7.5,40.155,29.91328834,54.09943533,23.9,142.584,58.81134947,92.7599477,8.15,625.4,48.085499,48.73904352,13.2,110,65.47619048,15.89285714,24.002,323359,67.34008347,91.13555524,35.81,98260,75.57880163,92.2236751,652509,72.64459415,91.45967418,7.08,424.651,89.7782241,100.0315011,,,,37
23-Dec-25,48.12,44347,75.62069436,87.81631539,20.42,23785,70.96398842,85.75946535,24.15,29570,93.08401801,97.61072811,15.67,134018,81.67098327,94.17349706,7.85,132.947,14.37815121,49.23711345,35.87,797.1,83.47470939,52.89559116,5.07,72.495,56.46028037,98.86915888,7.5,40.155,29.91328834,54.09943533,23.9,142.584,58.81134947,92.7599477,8.18,630.5,48.47762571,48.73904352,13.3,112.5,66.96428571,16.9047619,24.031,324574,67.59310937,91.33630995,35.88,98610,75.84801169,92.4621183,654904,72.91123231,91.80157222,7.09,424.651,89.7782241,100.0315011,,,,38
22-Dec-25,48.15,44421,75.74687948,88.23920606,20.46,23905,71.32201569,86.55309246,24.22,29748,93.64434791,98.01995782,15.7,134461,81.94094884,94.26673573,7.87,133.843,14.47505316,77.38950907,35.89,799.2,83.69462771,56.45617342,5.07,72.495,56.46028037,99.63629283,7.5,40.155,29.91328834,55.64668723,23.91,142.784,58.89384309,92.28354706,8.18,630.5,48.47762571,48.73904352,13.34,113.5,67.55952381,17.61904762,24.071,326199,67.93151849,91.63785851,35.98,99100,76.22490578,92.7005615,657834,73.23743266,92.08602337,7.08,424.651,89.7782241,100.0315011,,,,39
21-Dec-25,48.19,44520,75.9156947,88.5734261,20.58,24264,72.39311394,86.55309246,24.24,29798,93.80174395,98.10180376,15.73,134906,82.21213322,94.35997441,7.89,134.739,14.5719551,77.38950907,35.68,778.6,81.53733375,56.45617342,5.11,73.823,57.49454829,99.63629283,7.57,41.095,30.61353715,55.64668723,23.93,143.184,59.05883032,92.28354706,8.18,630.5,48.47762571,48.73904352,13.44,116.1,69.10714286,18.75,24.1,327421,68.18600215,91.83944622,36.07,99540,76.56334128,92.93900469,660449,73.52856368,92.27005381,7.15,429.382,90.77843552,100.0315011,,,,40
20-Dec-25,48.23,44621,76.08792033,88.85649001,20.6,24324,72.57212758,87.24527852,24.25,29823,93.88044197,96.95596059,15.73,134906,82.21213322,94.91879704,8.01,141.339,15.28574179,77.38950907,35.52,762.6,79.86176563,56.45617342,5.1,73.491,57.23598131,99.63629283,7.57,41.095,30.61353715,55.64668723,23.94,143.384,59.14132394,92.28354706,8.19,632.2,48.60833461,48.73904352,13.55,118.9,70.77380952,20,24.158,329463,68.61125226,92.14182778,36.15,99930,76.86331821,93.17744789,663067,73.8200287,92.57209529,7.12,429.382,90.77843552,100.0315011,,,,41
19-Dec-25,48.26,44697,76.21751586,89.0935134,20.56,24205,72.21708387,87.04836352,24.18,29646,93.32325999,97.36519029,15.8,135945,82.84530303,94.91879704,8.3,158.642,17.15705254,77.38950907,35.41,752.2,78.77264635,56.45617342,5.1,73.491,57.23598131,99.63629283,7.55,40.827,30.41389174,55.64668723,23.94,143.384,59.14132394,92.28354706,8.2,633.9,48.73904352,49.40796555,13.65,121.5,72.32142857,20.95238095,24.188,330692,68.86719368,92.44504236,36.25,100410,77.23252058,93.33897393,665595,74.10147391,92.78017325,7.18,429.382,90.77843552,100.0315011,,,,42
